"","kegg_code","scientific_name","common_name"
"5862","cuw","Corynebacterium uberis","Corynebacterium uberis"
"5863","bfv","Brevibacterium flavum","Brevibacterium flavum"
"5864","nfa","Nocardia farcinica IFM 10152","Nocardia farcinica IFM 10152"
"5865","nfr","Nocardia farcinica NCTC11134","Nocardia farcinica NCTC11134"
"5866","ncy","Nocardia cyriacigeorgica","Nocardia cyriacigeorgica"
"5867","nbr","Nocardia brasiliensis","Nocardia brasiliensis"
"5868","nno","Nocardia nova","Nocardia nova"
"5869","nsl","Nocardia mangyaensis","Nocardia mangyaensis"
"5870","nsr","Nocardia seriolae","Nocardia seriolae"
"5871","ntp","Nocardia terpenica","Nocardia terpenica"
"5872","noz","Nocardia sp. CS682","Nocardia sp. CS682"
"5873","nod","Nocardia otitidiscaviarum","Nocardia otitidiscaviarum"
"5874","nah","Nocardia arthritidis","Nocardia arthritidis"
"5875","nad","Nocardia asteroides","Nocardia asteroides"
"5876","nwl","Nocardia wallacei","Nocardia wallacei"
"5877","nie","Nocardia iowensis","Nocardia iowensis"
"5878","ntc","Nocardia tengchongensis","Nocardia tengchongensis"
"5879","nhu","Nocardia huaxiensis","Nocardia huaxiensis"
"5880","nya","Nocardia yamanashiensis","Nocardia yamanashiensis"
"5881","ngp","Nocardia gipuzkoensis","Nocardia gipuzkoensis"
"5882","rha","Rhodococcus jostii","Rhodococcus jostii"
"5883","rer","Rhodococcus erythropolis PR4","Rhodococcus erythropolis PR4"
"5884","rey","Rhodococcus erythropolis CCM2595","Rhodococcus erythropolis CCM2595"
"5885","reb","Rhodococcus erythropolis BG43","Rhodococcus erythropolis BG43"
"5886","rqi","Rhodococcus qingshengii","Rhodococcus qingshengii"
"5887","rop","Rhodococcus opacus B4","Rhodococcus opacus B4"
"5888","roa","Rhodococcus opacus PD630","Rhodococcus opacus PD630"
"5889","req","Rhodococcus hoagii","Rhodococcus hoagii"
"5890","rpy","Rhodococcus pyridinivorans SB3094","Rhodococcus pyridinivorans SB3094"
"5891","rby","Rhodococcus pyridinivorans TG9","Rhodococcus pyridinivorans TG9"
"5892","rhb","Rhodococcus sp. B7740","Rhodococcus sp. B7740"
"5893","rav","Rhodococcus aetherivorans","Rhodococcus aetherivorans"
"5894","rfa","Rhodococcus fascians D188","Rhodococcus fascians D188"
"5895","rhs","Rhodococcus fascians PBTS 2","Rhodococcus fascians PBTS 2"
"5896","rhw","Rhodococcus sp. WMMA185","Rhodococcus sp. WMMA185"
"5897","rrz","Rhodococcus ruber","Rhodococcus ruber"
"5898","rhu","Rhodococcus sp. PBTS 1","Rhodococcus sp. PBTS 1"
"5899","rhq","Rhodococcus sp. p52","Rhodococcus sp. p52"
"5900","rhod","Rhodococcus sp. 008","Rhodococcus sp. 008"
"5901","rrt","Rhodococcus rhodochrous","Rhodococcus rhodochrous"
"5902","rcr","Rhodococcus coprophilus","Rhodococcus coprophilus"
"5903","rtm","Rhodococcus triatomae","Rhodococcus triatomae"
"5904","rko","Rhodococcus koreensis","Rhodococcus koreensis"
"5905","rgo","Rhodococcus globerulus","Rhodococcus globerulus"
"5906","gbr","Gordonia bronchialis","Gordonia bronchialis"
"5907","gpo","Gordonia polyisoprenivorans","Gordonia polyisoprenivorans"
"5908","gor","Gordonia sp. KTR9","Gordonia sp. KTR9"
"5909","goq","Gordonia phthalatica","Gordonia phthalatica"
"5910","gta","Gordonia terrae","Gordonia terrae"
"5911","goc","Gordonia sp. YC-JH1","Gordonia sp. YC-JH1"
"5912","git","Gordonia iterans","Gordonia iterans"
"5913","gru","Gordonia rubripertincta","Gordonia rubripertincta"
"5914","gom","Gordonia insulae","Gordonia insulae"
"5915","gav","Gordonia alkanivorans","Gordonia alkanivorans"
"5916","god","Gordonia sp. 135","Gordonia sp. 135"
"5917","gam","Gordonia amarae","Gordonia amarae"
"5918","gpd","Gordonia pseudoamarae","Gordonia pseudoamarae"
"5919","gji","Gordonia jinghuaiqii","Gordonia jinghuaiqii"
"5920","goi","Gordonia otitidis","Gordonia otitidis"
"5921","spin","Skermania piniformis","Skermania piniformis"
"5922","tpr","Tsukamurella paurometabola","Tsukamurella paurometabola"
"5923","tsm","Tsukamurella tyrosinosolvens","Tsukamurella tyrosinosolvens"
"5924","srt","Segniliparus rotundus","Segniliparus rotundus"
"5925","dtm","Dietzia timorensis","Dietzia timorensis"
"5926","dit","Dietzia sp. oral taxon 368","Dietzia sp. oral taxon 368"
"5927","diz","Dietzia sp. JS16-p6b","Dietzia sp. JS16-p6b"
"5928","dpc","Dietzia psychralcaliphila","Dietzia psychralcaliphila"
"5929","dlu","Dietzia lutea","Dietzia lutea"
"5930","cbq","Lawsonella clevelandensis","Lawsonella clevelandensis"
"5931","toy","Tomitella fengzijianii","Tomitella fengzijianii"
"5932","sco","Streptomyces coelicolor","Streptomyces coelicolor"
"5933","salb","Streptomyces albidoflavus","Streptomyces albidoflavus"
"5934","sma","Streptomyces avermitilis","Streptomyces avermitilis"
"5935","sgr","Streptomyces griseus","Streptomyces griseus"
"5936","sgb","Streptomyces globisporus","Streptomyces globisporus"
"5937","scb","Streptomyces scabiei","Streptomyces scabiei"
"5938","ssx","Streptomyces sp. SirexAA-E","Streptomyces sp. SirexAA-E"
"5939","svl","Streptomyces violaceusniger","Streptomyces violaceusniger"
"5940","shy","Streptomyces hygroscopicus subsp. jinggangensis 5008","Streptomyces hygroscopicus subsp. jinggangensis 5008"
"5941","sho","Streptomyces hygroscopicus subsp. jinggangensis TL01","Streptomyces hygroscopicus subsp. jinggangensis TL01"
"5942","src","Streptomyces rapamycinicus","Streptomyces rapamycinicus"
"5943","smal","Streptomyces malaysiensis","Streptomyces malaysiensis"
"5944","ssoi","Streptomyces solisilvae","Streptomyces solisilvae"
"5945","sct","Streptomyces cattleya NRRL 8057 = DSM 46488","Streptomyces cattleya NRRL 8057 = DSM 46488"
"5946","scy","Streptomyces cattleya NRRL 8057 = DSM 46488","Streptomyces cattleya NRRL 8057 = DSM 46488"
"5947","sfa","Streptomyces pratensis","Streptomyces pratensis"
"5948","sbh","Streptomyces bingchenggensis","Streptomyces bingchenggensis"
"5949","sve","Streptomyces venezuelae","Streptomyces venezuelae"
"5950","sdv","Streptomyces davaonensis","Streptomyces davaonensis"
"5951","sals","Streptomyces albus DSM 41398","Streptomyces albus DSM 41398"
"5952","strp","Streptomyces sp. PAMC 26508","Streptomyces sp. PAMC 26508"
"5953","sfi","Streptomyces fulvissimus","Streptomyces fulvissimus"
"5954","sci","Streptomyces collinus","Streptomyces collinus"
"5955","salu","Streptomyces albulus NK660","Streptomyces albulus NK660"
"5956","sall","Streptomyces albulus ZPM","Streptomyces albulus ZPM"
"5957","slv","Streptomyces lividans","Streptomyces lividans"
"5958","sgu","Streptomyces glaucescens","Streptomyces glaucescens"
"5959","svt","Streptomyces vietnamensis","Streptomyces vietnamensis"
"5960","stre","Streptomyces sp. 769","Streptomyces sp. 769"
"5961","scw","Streptomyces cyaneogriseus","Streptomyces cyaneogriseus"
"5962","sld","Streptomyces lydicus A02","Streptomyces lydicus A02"
"5963","slc","Streptomyces lydicus 103","Streptomyces lydicus 103"
"5964","sxi","Streptomyces xiamenensis","Streptomyces xiamenensis"
"5965","strm","Streptomyces sp. Mg1","Streptomyces sp. Mg1"
"5966","strc","Streptomyces sp. CNQ-509","Streptomyces sp. CNQ-509"
"5967","samb","Streptomyces ambofaciens","Streptomyces ambofaciens"
"5968","spri","Streptomyces pristinaespiralis","Streptomyces pristinaespiralis"
"5969","scz","Streptomyces sp. CFMR 7","Streptomyces sp. CFMR 7"
"5970","scx","Streptomyces sp. CdTB01","Streptomyces sp. CdTB01"
"5971","srw","Streptomyces reticuli","Streptomyces reticuli"
"5972","strf","Streptomyces sp. 4F","Streptomyces sp. 4F"
"5973","sle","Streptomyces leeuwenhoekii","Streptomyces leeuwenhoekii"
"5974","srn","Streptomyces rubrolavendulae","Streptomyces rubrolavendulae"
"5975","spav","Streptomyces parvulus","Streptomyces parvulus"
"5976","strt","Streptomyces sp. SAT1","Streptomyces sp. SAT1"
"5977","sclf","Streptomyces clavuligerus","Streptomyces clavuligerus"
"5978","sgs","Streptomyces griseochromogenes","Streptomyces griseochromogenes"
"5979","stsi","Streptomyces qaidamensis","Streptomyces qaidamensis"
"5980","sky","Streptomyces koyangensis","Streptomyces koyangensis"
"5981","salw","Streptomyces alboniger","Streptomyces alboniger"
"5982","sgm","Streptomyces aurantiacus","Streptomyces aurantiacus"
"5983","scad","Streptomyces cadmiisoli","Streptomyces cadmiisoli"
"5984","sls","Streptomyces lincolnensis","Streptomyces lincolnensis"
"5985","snr","Streptomyces noursei","Streptomyces noursei"
"5986","splu","Streptomyces pluripotens","Streptomyces pluripotens"
"5987","strd","Streptomyces sp. CCM_MD2014","Streptomyces sp. CCM_MD2014"
"5988","snw","Streptomyces niveus","Streptomyces niveus"
"5989","sauo","Streptomyces autolyticus","Streptomyces autolyticus"
"5990","ssia","Streptomyces alfalfae","Streptomyces alfalfae"
"5991","svu","Streptomyces violaceoruber","Streptomyces violaceoruber"
"5992","spun","Streptomyces fodineus","Streptomyces fodineus"
"5993","sgv","Streptomyces gilvosporeus","Streptomyces gilvosporeus"
"5994","slau","Streptomyces laurentii","Streptomyces laurentii"
"5995","salf","Streptomyces alboflavus","Streptomyces alboflavus"
"5996","salj","Streptomyces albireticuli","Streptomyces albireticuli"
"5997","slx","Streptomyces lavendulae subsp. lavendulae","Streptomyces lavendulae subsp. lavendulae"
"5998","stro","Streptomyces sp. MOE7","Streptomyces sp. MOE7"
"5999","sfk","Streptomyces formicae","Streptomyces formicae"
"6000","snz","Streptomyces nigra","Streptomyces nigra"
"6001","sge","Streptomyces griseorubiginosus","Streptomyces griseorubiginosus"
"6002","srj","Streptomyces rochei","Streptomyces rochei"
"6003","slk","Streptomyces lunaelactis","Streptomyces lunaelactis"
"6004","sdx","Streptomyces dengpaensis","Streptomyces dengpaensis"
"6005","sgd","Streptomyces griseoviridis","Streptomyces griseoviridis"
"6006","sqz","Streptomyces qinzhouensis","Streptomyces qinzhouensis"
"6007","scya","Streptomyces cyaneochromogenes","Streptomyces cyaneochromogenes"
"6008","sast","Streptomyces calvus","Streptomyces calvus"
"6009","snq","Streptomyces nodosus","Streptomyces nodosus"
"6010","stir","Streptomyces tirandamycinicus","Streptomyces tirandamycinicus"
"6011","ska","Streptomyces kanamyceticus","Streptomyces kanamyceticus"
"6012","sgz","Streptomyces globosus","Streptomyces globosus"
"6013","svn","Streptomyces vinaceus","Streptomyces vinaceus"
"6014","snk","Streptomyces nitrosporeus","Streptomyces nitrosporeus"
"6015","shaw","Streptomyces hawaiiensis","Streptomyces hawaiiensis"
"6016","srk","Streptomyces rectiverticillatus","Streptomyces rectiverticillatus"
"6017","sfic","Streptomyces ficellus","Streptomyces ficellus"
"6018","sgal","Streptomyces galilaeus","Streptomyces galilaeus"
"6019","sspo","Streptomyces spongiicola","Streptomyces spongiicola"
"6020","svr","Streptomyces viridifaciens","Streptomyces viridifaciens"
"6021","spad","Streptomyces paludis","Streptomyces paludis"
"6022","sfy","Streptomyces fagopyri","Streptomyces fagopyri"
"6023","saqu","Streptomyces aquilus","Streptomyces aquilus"
"6024","sgf","Streptomyces griseofuscus","Streptomyces griseofuscus"
"6025","scav","Streptomyces cavourensis","Streptomyces cavourensis"
"6026","sseo","Streptomyces seoulensis","Streptomyces seoulensis"
"6027","sby","Streptomyces buecherae","Streptomyces buecherae"
"6028","srim","Streptomyces rimosus","Streptomyces rimosus"
"6029","ssub","Streptomyces subrutilus","Streptomyces subrutilus"
"6030","sphv","Streptomyces phaeolivaceus","Streptomyces phaeolivaceus"
"6031","scin","Streptomyces cinereoruber","Streptomyces cinereoruber"
"6032","sfug","Streptomyces fungicidicus","Streptomyces fungicidicus"
"6033","spac","Streptomyces pactum","Streptomyces pactum"
"6034","stsu","Streptomyces tsukubensis","Streptomyces tsukubensis"
"6035","scha","Streptomyces chartreusis","Streptomyces chartreusis"
"6036","sgx","Streptomyces gardneri","Streptomyces gardneri"
"6037","scoe","Streptomyces coeruleorubidus","Streptomyces coeruleorubidus"
"6038","sbat","Streptomyces bathyalis","Streptomyces bathyalis"
"6039","sspb","Streptomyces spectabilis","Streptomyces spectabilis"
"6040","snf","Streptomyces nojiriensis","Streptomyces nojiriensis"
"6041","spla","Streptomyces platensis","Streptomyces platensis"
"6042","sbro","Streptomyces broussonetiae","Streptomyces broussonetiae"
"6043","stui","Streptomyces tuirus","Streptomyces tuirus"
"6044","sata","Streptomyces atratus","Streptomyces atratus"
"6045","schf","Streptomyces chromofuscus","Streptomyces chromofuscus"
"6046","shun","Streptomyces hundungensis","Streptomyces hundungensis"
"6047","shar","Streptomyces harbinensis","Streptomyces harbinensis"
"6048","scyg","Streptomyces cyanogenus","Streptomyces cyanogenus"
"6049","sfeu","Streptomyces ferrugineus","Streptomyces ferrugineus"
"6050","slia","Streptomyces liangshanensis","Streptomyces liangshanensis"
"6051","sdw","Streptomyces decoyicus","Streptomyces decoyicus"
"6052","svd","Streptomyces viridosporus","Streptomyces viridosporus"
"6053","scal","Streptomyces californicus","Streptomyces californicus"
"6054","sauh","Streptomyces auratus","Streptomyces auratus"
"6055","sfb","Streptomyces fradiae","Streptomyces fradiae"
"6056","smob","Streptomyces mobaraensis","Streptomyces mobaraensis"
"6057","spra","Streptomyces prasinus","Streptomyces prasinus"
"6058","speu","Streptomyces peucetius subsp. caesius","Streptomyces peucetius subsp. caesius"
"6059","sroi","Streptomyces roseirectus","Streptomyces roseirectus"
"6060","sxn","Streptomyces xanthii","Streptomyces xanthii"
"6061","sgj","Streptomyces genisteinicus","Streptomyces genisteinicus"
"6062","shk","Streptomyces huasconensis","Streptomyces huasconensis"
"6063","sanu","Streptomyces angustmyceticus","Streptomyces angustmyceticus"
"6064","stry","Streptomyces sp. S6","Streptomyces sp. S6"
"6065","sdd","Streptomyces dangxiongensis","Streptomyces dangxiongensis"
"6066","sact","Streptomyces actuosus","Streptomyces actuosus"
"6067","smao","Streptomyces marincola","Streptomyces marincola"
"6068","sgob","Streptomyces gobiensis","Streptomyces gobiensis"
"6069","sine","Streptomyces inhibens","Streptomyces inhibens"
"6070","slf","Streptomyces liliifuscus","Streptomyces liliifuscus"
"6071","ksk","Kitasatospora setae","Kitasatospora setae"
"6072","kab","Kitasatospora albolonga","Kitasatospora albolonga"
"6073","kau","Kitasatospora aureofaciens","Kitasatospora aureofaciens"
"6074","kit","Kitasatospora sp. MMS16-BH015","Kitasatospora sp. MMS16-BH015"
"6075","stri","Streptacidiphilus bronchialis","Streptacidiphilus bronchialis"
"6076","yia","Yinghuangia sp. ASG 101","Yinghuangia sp. ASG 101"
"6077","twh","Tropheryma whipplei Twist","Tropheryma whipplei Twist"
"6078","tws","Tropheryma whipplei TW08/27","Tropheryma whipplei TW08/27"
"6079","lxl","Luteimicrobium xylanilyticum","Luteimicrobium xylanilyticum"
"6080","psic","Pengzhenrongella sicca","Pengzhenrongella sicca"
"6081","lxx","Leifsonia xyli subsp. xyli CTCB07","Leifsonia xyli subsp. xyli CTCB07"
"6082","lxy","Leifsonia xyli subsp. cynodontis DSM 46306","Leifsonia xyli subsp. cynodontis DSM 46306"
"6083","leif","Leifsonia sp. PS1209","Leifsonia sp. PS1209"
"6084","lse","Leifsonia shinshuensis","Leifsonia shinshuensis"
"6085","cmi","Clavibacter michiganensis subsp. michiganensis","Clavibacter michiganensis subsp. michiganensis"
"6086","cms","Clavibacter michiganensis subsp. sepedonicus","Clavibacter michiganensis subsp. sepedonicus"
"6087","cmc","Clavibacter michiganensis subsp. nebraskensis","Clavibacter michiganensis subsp. nebraskensis"
"6088","cmh","Clavibacter michiganensis subsp. insidiosus","Clavibacter michiganensis subsp. insidiosus"
"6089","ccap","Clavibacter michiganensis subsp. capsici","Clavibacter michiganensis subsp. capsici"
"6090","czh","Clavibacter zhangzhiyongii","Clavibacter zhangzhiyongii"
"6091","mts","Microbacterium testaceum","Microbacterium testaceum"
"6092","mim","Microbacterium sp. CGR1","Microbacterium sp. CGR1"
"6093","mio","Microbacterium sp. No. 7","Microbacterium sp. No. 7"
"6094","mix","Microbacterium sp. XT11","Microbacterium sp. XT11"
"6095","mip","Microbacterium sp. PAMC 28756","Microbacterium sp. PAMC 28756"
"6096","mcw","Microbacterium chocolatum","Microbacterium chocolatum"
"6097","mpal","Microbacterium paludicola","Microbacterium paludicola"
"6098","mih","Microbacterium sp. BH-3-3-3","Microbacterium sp. BH-3-3-3"
"6099","micr","Microbacterium sp. 1.5R","Microbacterium sp. 1.5R"
"6100","maur","Microbacterium aurum","Microbacterium aurum"
"6101","mhos","Microbacterium hominis","Microbacterium hominis"
"6102","mfol","Microbacterium foliorum","Microbacterium foliorum"
"6103","moo","Microbacterium oleivorans","Microbacterium oleivorans"
"6104","mlv","Microbacterium lemovicicum","Microbacterium lemovicicum"
"6105","mwa","Microbacterium wangchenii","Microbacterium wangchenii"
"6106","mprt","Microbacterium protaetiae","Microbacterium protaetiae"
"6107","msed","Microbacterium sediminis","Microbacterium sediminis"
"6108","moy","Microbacterium oxydans","Microbacterium oxydans"
"6109","msf","Microbacterium schleiferi","Microbacterium schleiferi"
"6110","mcaw","Microbacterium caowuchunii","Microbacterium caowuchunii"
"6111","mlz","Microbacterium lushaniae","Microbacterium lushaniae"
"6112","mchn","Microbacterium chengjingii","Microbacterium chengjingii"
"6113","mrn","Microbacterium resistens","Microbacterium resistens"
"6114","mics","Microbacterium sp. SGAir0570","Microbacterium sp. SGAir0570"
"6115","rla","Rhodoluna lacicola","Rhodoluna lacicola"
"6116","rpla","Candidatus Rhodoluna planktonica","Candidatus Rhodoluna planktonica"
"6117","aqg","Aquiluna borgnonia","Aquiluna borgnonia"
"6118","rtx","Rathayibacter toxicus 70137","Rathayibacter toxicus 70137"
"6119","rtc","Rathayibacter toxicus WAC3373","Rathayibacter toxicus WAC3373"
"6120","rtn","Rathayibacter tritici","Rathayibacter tritici"
"6121","rry","Rathayibacter rathayi","Rathayibacter rathayi"
"6122","ria","Rathayibacter iranicus","Rathayibacter iranicus"
"6123","rfs","Rathayibacter festucae","Rathayibacter festucae"
"6124","rte","Rathayibacter tanaceti","Rathayibacter tanaceti"
"6125","cum","Curtobacterium sp. MR_MD2014","Curtobacterium sp. MR_MD2014"
"6126","cub","Curtobacterium sp. BH-2-1-1","Curtobacterium sp. BH-2-1-1"
"6127","cug","Curtobacterium sp. SGAir0471","Curtobacterium sp. SGAir0471"
"6128","cqf","Curtobacterium flaccumfaciens","Curtobacterium flaccumfaciens"
"6129","mvd","Microterricola viridarii","Microterricola viridarii"
"6130","frp","Frondihabitans sp. PAMC 28766","Frondihabitans sp. PAMC 28766"
"6131","agy","Agromyces aureus","Agromyces aureus"
"6132","agm","Agromyces badenianii","Agromyces badenianii"
"6133","agf","Agromyces protaetiae","Agromyces protaetiae"
"6134","aarc","Agromyces archimandritae","Agromyces archimandritae"
"6135","amau","Agromyces marinus","Agromyces marinus"
"6136","cart","Cryobacterium arcticum","Cryobacterium arcticum"
"6137","cry","Cryobacterium sp. LW097","Cryobacterium sp. LW097"
"6138","cphy","Cnuibacter physcomitrellae","Cnuibacter physcomitrellae"
"6139","amin","Aurantimicrobium minutum","Aurantimicrobium minutum"
"6140","aum","Aurantimicrobium photophilum","Aurantimicrobium photophilum"
"6141","auw","Aurantimicrobium sp. MWH-Uga1","Aurantimicrobium sp. MWH-Uga1"
"6142","psai","Pontimonas salivibrio","Pontimonas salivibrio"
"6143","malk","Microcella alkaliphila","Microcella alkaliphila"
"6144","myl","Mycetocola zhujimingii","Mycetocola zhujimingii"
"6145","mspo","Mycetocola spongiae","Mycetocola spongiae"
"6146","salc","Salinibacterium hongtaonis","Salinibacterium hongtaonis"
"6147","sala","Salinibacterium sp. UTAS2018","Salinibacterium sp. UTAS2018"
"6148","sald","Salinibacterium sp. dk2585","Salinibacterium sp. dk2585"
"6149","hum","Humibacter sp. BT305","Humibacter sp. BT305"
"6150","huw","Humibacter sp. WJ7-1","Humibacter sp. WJ7-1"
"6151","gry","Gryllotalpicola protaetiae","Gryllotalpicola protaetiae"
"6152","lyd","Protaetiibacter intestinalis","Protaetiibacter intestinalis"
"6153","lyk","Protaetiibacter larvae","Protaetiibacter larvae"
"6154","plap","Plantibacter sp. PA-3-X8","Plantibacter sp. PA-3-X8"
"6155","leu","Leucobacter muris","Leucobacter muris"
"6156","ltr","Leucobacter triazinivorans","Leucobacter triazinivorans"
"6157","leb","Leucobacter coleopterorum","Leucobacter coleopterorum"
"6158","ldn","Leucobacter denitrificans","Leucobacter denitrificans"
"6159","lvi","Leucobacter viscericola","Leucobacter viscericola"
"6160","lins","Leucobacter insecticola","Leucobacter insecticola"
"6161","llut","Leucobacter luti","Leucobacter luti"
"6162","agg","Agrococcus sp. SGAir0287","Agrococcus sp. SGAir0287"
"6163","mant","Marisediminicola antarctica","Marisediminicola antarctica"
"6164","hea","Herbiconiux sp. SALV-R1","Herbiconiux sp. SALV-R1"
"6165","frn","Frigoribacterium sp. NBH87","Frigoribacterium sp. NBH87"
"6166","gln","Glaciihabitans sp. INWT7","Glaciihabitans sp. INWT7"
"6167","chre","Chryseoglobus sp. 28M-23","Chryseoglobus sp. 28M-23"
"6168","agx","Agreia sp. COWG","Agreia sp. COWG"
"6169","subt","Subtercola sp. PAMC28395","Subtercola sp. PAMC28395"
"6170","psev","Pseudoclavibacter triregionum","Pseudoclavibacter triregionum"
"6171","gsd","Gulosibacter sediminis","Gulosibacter sediminis"
"6172","art","Arthrobacter sp. FB24","Arthrobacter sp. FB24"
"6173","arr","Arthrobacter sp. Rue61a","Arthrobacter sp. Rue61a"
"6174","arm","Arthrobacter sp. PAMC 25486","Arthrobacter sp. PAMC 25486"
"6175","arl","Arthrobacter sp. LS16","Arthrobacter sp. LS16"
"6176","are","Arthrobacter sp. ERGS1:01","Arthrobacter sp. ERGS1:01"
"6177","aaq","Arthrobacter alpinus R3.8","Arthrobacter alpinus R3.8"
"6178","arw","Arthrobacter alpinus A3","Arthrobacter alpinus A3"
"6179","arh","Arthrobacter sp. Hiyo8","Arthrobacter sp. Hiyo8"
"6180","ary","Arthrobacter sp. YC-RL1","Arthrobacter sp. YC-RL1"
"6181","arz","Arthrobacter sp. ATCC 21022","Arthrobacter sp. ATCC 21022"
"6182","aru","Arthrobacter sp. U41","Arthrobacter sp. U41"
"6183","arq","Arthrobacter sp. QXT-31","Arthrobacter sp. QXT-31"
"6184","arn","Arthrobacter sp. YN","Arthrobacter sp. YN"
"6185","arx","Arthrobacter sp. ZXY-2","Arthrobacter sp. ZXY-2"
"6186","acry","Arthrobacter crystallopoietes","Arthrobacter crystallopoietes"
"6187","arth","Arthrobacter sp. PGP41","Arthrobacter sp. PGP41"
"6188","artp","Arthrobacter sp. PAMC25564","Arthrobacter sp. PAMC25564"
"6189","acit","Arthrobacter citreus","Arthrobacter citreus"
"6190","aagi","Arthrobacter agilis","Arthrobacter agilis"
"6191","ajg","Arthrobacter jiangjiafuii","Arthrobacter jiangjiafuii"
"6192","asun","Arthrobacter sunyaminii","Arthrobacter sunyaminii"
"6193","ari","Psychromicrobium lacuslunae","Psychromicrobium lacuslunae"
"6194","aau","Paenarthrobacter aurescens","Paenarthrobacter aurescens"
"6195","pue","Paenarthrobacter ureafaciens","Paenarthrobacter ureafaciens"
"6196","pnv","Paenarthrobacter nicotinovorans","Paenarthrobacter nicotinovorans"
"6197","ach","Pseudarthrobacter chlorophenolicus","Pseudarthrobacter chlorophenolicus"
"6198","apn","Pseudarthrobacter phenanthrenivorans","Pseudarthrobacter phenanthrenivorans"
"6199","psul","Pseudarthrobacter sulfonivorans","Pseudarthrobacter sulfonivorans"
"6200","psni","Pseudarthrobacter sp. NIBRBAC000502771","Pseudarthrobacter sp. NIBRBAC000502771"
"6201","psey","Pseudarthrobacter psychrotolerans","Pseudarthrobacter psychrotolerans"
"6202","aai","Glutamicibacter arilaitensis","Glutamicibacter arilaitensis"
"6203","gar","Glutamicibacter halophytocola","Glutamicibacter halophytocola"
"6204","gcr","Glutamicibacter creatinolyticus","Glutamicibacter creatinolyticus"
"6205","glu","Glutamicibacter sp. ZJUTW","Glutamicibacter sp. ZJUTW"
"6206","gpr","Glutamicibacter protophormiae","Glutamicibacter protophormiae"
"6207","rsa","Renibacterium salmoninarum","Renibacterium salmoninarum"
"6208","krh","Kocuria rhizophila","Kocuria rhizophila"
"6209","kpl","Kocuria palustris","Kocuria palustris"
"6210","kfv","Kocuria flava","Kocuria flava"
"6211","kii","Kocuria indica","Kocuria indica"
"6212","krs","Kocuria rosea","Kocuria rosea"
"6213","kod","Kocuria sp. KD4","Kocuria sp. KD4"
"6214","kvr","Kocuria varians","Kocuria varians"
"6215","mlu","Micrococcus luteus","Micrococcus luteus"
"6216","mick","Micrococcus sp. KBS0714","Micrococcus sp. KBS0714"
"6217","rmu","Rothia mucilaginosa","Rothia mucilaginosa"
"6218","rdn","Rothia dentocariosa","Rothia dentocariosa"
"6219","raj","Rothia aeria","Rothia aeria"
"6220","rter","Rothia terrae","Rothia terrae"
"6221","rama","Rothia amarae","Rothia amarae"
"6222","rkr","Rothia kristinae","Rothia kristinae"
"6223","satk","Sinomonas atrocyanea","Sinomonas atrocyanea"
"6224","nae","Neomicrococcus aestuarii","Neomicrococcus aestuarii"
"6225","aul","Auritidibacter sp. NML130574","Auritidibacter sp. NML130574"
"6226","cig","Citricoccus sp. SGAir0253","Citricoccus sp. SGAir0253"
"6227","paey","Paeniglutamicibacter sp. Y32M11","Paeniglutamicibacter sp. Y32M11"
"6228","bcv","Beutenbergia cavernae","Beutenbergia cavernae"
"6229","bfa","Brachybacterium faecium","Brachybacterium faecium"
"6230","brx","Brachybacterium sp. P6-10-X1","Brachybacterium sp. P6-10-X1"
"6231","brv","Brachybacterium avium","Brachybacterium avium"
"6232","bgg","Brachybacterium ginsengisoli","Brachybacterium ginsengisoli"
"6233","brz","Brachybacterium vulturis","Brachybacterium vulturis"
"6234","bsau","Brachybacterium saurashtrense","Brachybacterium saurashtrense"
"6235","brr","Brachybacterium sp. SGAir0954","Brachybacterium sp. SGAir0954"
"6236","dva","Dermabacter vaginalis","Dermabacter vaginalis"
"6237","djj","Dermabacter jinjuensis","Dermabacter jinjuensis"
"6238","jde","Jonesia denitrificans","Jonesia denitrificans"
"6239","kse","Kytococcus sedentarius","Kytococcus sedentarius"
"6240","dni","Dermacoccus nishinomiyaensis","Dermacoccus nishinomiyaensis"
"6241","day","Dermacoccus abyssi","Dermacoccus abyssi"
"6242","lmoi","Luteipulveratus mongoliensis","Luteipulveratus mongoliensis"
"6243","yim","Yimella sp. cx-51","Yimella sp. cx-51"
"6244","alx","Allobranchiibius sp. GilTou73","Allobranchiibius sp. GilTou73"
"6245","xce","Xylanimonas cellulosilytica","Xylanimonas cellulosilytica"
"6246","xyl","Xylanimonas allomyrinae","Xylanimonas allomyrinae"
"6247","xya","Xylanimonas protaetiae","Xylanimonas protaetiae"
"6248","iva","Isoptericola variabilis","Isoptericola variabilis"
"6249","ido","Isoptericola dokdonensis","Isoptericola dokdonensis"
"6250","cet","Cellulosimicrobium sp. TH-20","Cellulosimicrobium sp. TH-20"
"6251","cceu","Cellulosimicrobium cellulans","Cellulosimicrobium cellulans"
"6252","ske","Sanguibacter keddieii","Sanguibacter keddieii"
"6253","sanw","Sanguibacter sp. HDW7","Sanguibacter sp. HDW7"
"6254","cfl","Cellulomonas flavigena","Cellulomonas flavigena"
"6255","cfi","Cellulomonas fimi","Cellulomonas fimi"
"6256","cga","Cellulomonas gilvus","Cellulomonas gilvus"
"6257","cez","Cellulomonas sp. PSBB021","Cellulomonas sp. PSBB021"
